ตาราง 21.3 ปริมาณน้ำที่นำไปใช้งานได้จากอ่างเก็บน้ำขนาดใหญ่ จำแนกตามภาค และเขื่อน ณ วันที่ 1 มกราคม พ.ศ. 2566 - 2567,,,,,,,,,
Table 21.3 The Effective Storage Capacity from Reservoirs by Region and Dam as of 1st January: 2023 - 2024,,,,,,,,,
,,,,,,,,,
ภาคเหนือ,กิ่วคอหมา,170,164,182,111.0,176,107.3,Northern Region,Kiew Kho Mah
ภาคเหนือ,แควน้อยบำรุงแดน,939,896,772,86.2,798,89.1,Northern Region,Khwae Noi Bamrungdan
ภาคเหนือ,แม่มอก,110,94,77,81.9,78,83.0,Northern Region,Maemok
ภาคตะวันออกเฉียงเหนือ,รวม,8368,6718,5302,78.9,5089,75.8,Northeastern Region,Total
ภาคตะวันออกเฉียงเหนือ,ลำปาว,1980,1880,1595,84.8,1672,88.9,Northeastern Region,Lam Pao
ภาคตะวันออกเฉียงเหนือ,ลำตะคอง,314,292,316,108.2,158,54.1,Northeastern Region,Lam Takhong
ภาคตะวันออกเฉียงเหนือ,ลำพระเพลิง,155,154,144,93.5,105,68.2,Northeastern Region,Lam Phra Phloeng
ภาคตะวันออกเฉียงเหนือ,น้ำอูน,520,475,293,61.7,362,76.2,Northeastern Region,Nam Oon
ภาคตะวันออกเฉียงเหนือ,อุบลรัตน์,2431,1850,1388,75.0,1432,77.4,Northeastern Region,Ubolratana
ภาคตะวันออกเฉียงเหนือ,สิรินธร,1966,1135,790,69.6,759,66.9,Northeastern Region,Sirindhorn
ภาคตะวันออกเฉียงเหนือ,จุฬาภรณ์,164,127,107,84.3,94,74.0,Northeastern Region,Chulabhorn
ภาคตะวันออกเฉียงเหนือ,ห้วยหลวง,136,129,104,80.6,100,77.5,Northeastern Region,Huai Luang
ภาคตะวันออกเฉียงเหนือ,ลำนางรอง,121,118,109,92.4,71,60.2,Northeastern Region,Lam Nangrong
ภาคตะวันออกเฉียงเหนือ,มูลบน,141,134,126,94.0,76,56.7,Northeastern Region,Mun Bon
ภาคตะวันออกเฉียงเหนือ,น้ำพุง,165,157,79,50.3,122,77.7,Northeastern Region,Nam Pung
ภาคตะวันออกเฉียงเหนือ,ลำแชะ,275,268,251,93.7,140,52.2,Northeastern Region,Lam Chae
ภาคใต้,รวม,8194,6484,4015,61.9,4531,69.9,Southern Region,Total
ภาคใต้,แก่งกระจาน,710,645,428,66.4,356,55.2,Southern Region,Kaeng Krachan
ภาคใต้,ปราณบุรี,391,373,232,62.2,161,43.2,Southern Region,Pran Buri
ภาคใต้,รัชชประภา,5639,4287,2400,56.0,3044,71.0,Southern Region,Rajjaprabha
ภาคใต้,บางลาง,1454,1178,956,81.2,970,82.3,Southern Region,Bang Rang
,,,,,,,,,
ที่มา: กรมชลประทาน กระทรวงเกษตรและสหกรณ์,,,,,,,,,
"Source: Royal Irrigation Department, Ministry of Agriculture and Cooperatives",,,,,,,,,
