ตาราง 14.20 ดัชนีราคาผู้บริโภคทั่วไป จำแนกตามภาค และหมวดสินค้า พ.ศ. 2564- 2566,,,,,,,,
Table14.20 General Consumer Price Index by Region and Commodity Group: 2021 - 2023,,,,,,,,
,,,,,,,,
กรุงเทพมหานคร และปริมณฑล(1),เครื่องนุ่งห่มและรองเท้า,99.78,99.76,99.28,-0.02,-0.48,Bangkok and Vicinities(1),Apparel and footware
กรุงเทพมหานคร และปริมณฑล(1),เคหสถาน,97.15,101.71,102.58,4.69,0.86,Bangkok and Vicinities(1),Housing and furnishing
กรุงเทพมหานคร และปริมณฑล(1),การตรวจรักษาและบริการส่วนบุคคล,100.90,102.43,104.47,1.52,1.99,Bangkok and Vicinities(1),Medical and personal care
กรุงเทพมหานคร และปริมณฑล(1),พาหนะ การขนส่ง และการสื่อสาร,102.61,111.06,110.57,8.24,-0.44,Bangkok and Vicinities(1),Transportation and  communication
กรุงเทพมหานคร และปริมณฑล(1),การบันเทิง การอ่าน การศึกษา และการศาสนา,99.63,99.90,101.11,0.27,1.21,Bangkok and Vicinities(1),Recreation and education
กรุงเทพมหานคร และปริมณฑล(1),ยาสูบและเครื่องดื่มมีแอลกอฮอล์,100.30,102.70,103.56,2.39,0.84,Bangkok and Vicinities(1),Tobacco and alcoholic beverages
กรุงเทพมหานคร และปริมณฑล(1),ดัชนีราคาผู้บริโภคพื้นฐาน,100.49,103.64,105.57,3.13,1.86,Bangkok and Vicinities(1),Core consumer price index
กรุงเทพมหานคร และปริมณฑล(1),กลุ่มอาหารสดและพลังงาน,99.39,115.01,116.26,15.72,1.09,Bangkok and Vicinities(1),Raw food and energy
กรุงเทพมหานคร และปริมณฑล(1),อาหารสด,101.28,108.51,111.25,7.14,2.53,Bangkok and Vicinities(1),Raw food
กรุงเทพมหานคร และปริมณฑล(1),พลังงาน,96.89,122.25,121.75,26.17,-0.41,Bangkok and Vicinities(1),Energy
ภาคกลาง,ดัชนีราคาผู้บริโภคทั่วไป,100.52,106.82,107.88,6.27,0.99,Central Region,General consumer price index
ภาคกลาง,อาหารและเครื่องดื่มไม่มีแอลกอฮอล์,101.75,108.86,111.05,6.99,2.01,Central Region,Food and non-alcoholic beverages
ภาคกลาง,อื่น ๆ ไม่ใช่อาหาร และเครื่องดื่ม,99.82,105.60,105.94,5.79,0.32,Central Region,Non-food and beverages
ภาคกลาง,เครื่องนุ่งห่มและรองเท้า,99.15,99.02,99.60,-0.13,0.59,Central Region,Apparel and footware
ภาคกลาง,เคหสถาน,97.05,102.11,103.49,5.21,1.35,Central Region,Housing and furnishing
ภาคกลาง,การตรวจรักษาและบริการส่วนบุคคล,100.41,101.66,103.71,1.24,2.02,Central Region,Medical and personal care
ภาคกลาง,พาหนะ การขนส่ง และการสื่อสาร,102.42,111.71,110.53,9.07,-1.06,Central Region,Transportation and  communication
ภาคกลาง,การบันเทิง การอ่าน การศึกษา และการศาสนา,99.77,100.04,100.83,0.27,0.79,Central Region,Recreation and education
ภาคกลาง,ยาสูบและเครื่องดื่มมีแอลกอฮอล์,100.25,102.18,102.94,1.93,0.74,Central Region,Tobacco and alcoholic beverages
ภาคกลาง,ดัชนีราคาผู้บริโภคพื้นฐาน,100.65,103.23,104.39,2.56,1.12,Central Region,Core consumer price index
ภาคกลาง,กลุ่มอาหารสดและพลังงาน,99.99,114.14,115.00,14.15,0.75,Central Region,Raw food and energy
ภาคกลาง,อาหารสด,101.33,108.52,110.51,7.10,1.83,Central Region,Raw food
ภาคกลาง,พลังงาน,98.46,122.31,121.60,24.22,-0.58,Central Region,Energy
ภาคเหนือ,ดัชนีราคาผู้บริโภคทั่วไป,100.73,106.90,108.11,6.13,1.13,Northern Region,General consumer price index
ภาคเหนือ,อาหารและเครื่องดื่มไม่มีแอลกอฮอล์,102.14,108.83,111.39,6.55,2.35,Northern Region,Food and non-alcoholic beverages
ภาคเหนือ,อื่น ๆ ไม่ใช่อาหาร และเครื่องดื่ม,99.99,105.82,106.03,5.83,0.20,Northern Region,Non-food and beverages
ภาคเหนือ,เครื่องนุ่งห่มและรองเท้า,100.40,100.79,101.20,0.39,0.41,Northern Region,Apparel and footware
ภาคเหนือ,เคหสถาน,97.01,101.59,103.02,4.72,1.41,Northern Region,Housing and furnishing
ภาคเหนือ,การตรวจรักษาและบริการส่วนบุคคล,100.26,101.33,102.83,1.07,1.48,Northern Region,Medical and personal care
ภาคเหนือ,พาหนะ การขนส่ง และการสื่อสาร,103.02,113.06,111.57,9.75,-1.32,Northern Region,Transportation and  communication
ภาคเหนือ,การบันเทิง การอ่าน การศึกษา และการศาสนา,99.42,99.49,100.33,0.07,0.84,Northern Region,Recreation and education
ภาคเหนือ,ยาสูบและเครื่องดื่มมีแอลกอฮอล์,100.29,101.98,102.86,1.69,0.86,Northern Region,Tobacco and alcoholic beverages
ภาคเหนือ,ดัชนีราคาผู้บริโภคพื้นฐาน,100.50,102.36,103.38,1.85,1.00,Northern Region,Core consumer price index
ภาคเหนือ,กลุ่มอาหารสดและพลังงาน,100.77,113.43,114.90,12.56,1.30,Northern Region,Raw food and energy
ภาคเหนือ,อาหารสด,102.32,109.46,112.06,6.98,2.38,Northern Region,Raw food
ภาคเหนือ,พลังงาน,99.30,123.18,122.40,24.05,-0.63,Northern Region,Energy
ภาคตะวันออกเฉียงเหนือ,ดัชนีราคาผู้บริโภคทั่วไป,100.15,105.83,106.99,5.67,1.10,Northeastern Region,General consumer price index
ภาคตะวันออกเฉียงเหนือ,อาหารและเครื่องดื่มไม่มีแอลกอฮอล์,100.61,106.76,109.20,6.11,2.29,Northeastern Region,Food and non-alcoholic beverages
ภาคตะวันออกเฉียงเหนือ,อื่น ๆ ไม่ใช่อาหาร และเครื่องดื่ม,100.02,105.36,105.54,5.34,0.17,Northeastern Region,Non-food and beverages
ภาคตะวันออกเฉียงเหนือ,เครื่องนุ่งห่มและรองเท้า,99.97,99.96,100.24,-0.01,0.28,Northeastern Region,Apparel and footware
ภาคตะวันออกเฉียงเหนือ,เคหสถาน,97.58,101.83,103.17,4.36,1.32,Northeastern Region,Housing and furnishing
ภาคตะวันออกเฉียงเหนือ,การตรวจรักษาและบริการส่วนบุคคล,100.02,100.76,101.55,0.74,0.78,Northeastern Region,Medical and personal care
ภาคตะวันออกเฉียงเหนือ,พาหนะ การขนส่ง และการสื่อสาร,102.36,111.38,110.20,8.81,-1.06,Northeastern Region,Transportation and  communication
ภาคตะวันออกเฉียงเหนือ,การบันเทิง การอ่าน การศึกษา และการศาสนา,99.80,99.84,100.49,0.04,0.65,Northeastern Region,Recreation and education
ภาคตะวันออกเฉียงเหนือ,ยาสูบและเครื่องดื่มมีแอลกอฮอล์,100.45,102.31,103.22,1.85,0.89,Northeastern Region,Tobacco and alcoholic beverages
ภาคตะวันออกเฉียงเหนือ,ดัชนีราคาผู้บริโภคพื้นฐาน,100.36,102.44,103.33,2.07,0.87,Northeastern Region,Core consumer price index
ภาคตะวันออกเฉียงเหนือ,กลุ่มอาหารสดและพลังงาน,99.66,110.84,112.40,11.22,1.41,Northeastern Region,Raw food and energy
ภาคตะวันออกเฉียงเหนือ,อาหารสด,100.50,106.48,109.07,5.95,2.43,Northeastern Region,Raw food
ภาคตะวันออกเฉียงเหนือ,พลังงาน,100.06,123.69,122.85,23.62,-0.68,Northeastern Region,Energy
ภาคใต้,ดัชนีราคาผู้บริโภคทั่วไป,100.19,106.52,107.70,6.32,1.11,Southern Region,General consumer price index
ภาคใต้,อาหารและเครื่องดื่มไม่มีแอลกอฮอล์,100.33,107.09,109.76,6.74,2.49,Southern Region,Food and non-alcoholic beverages
ภาคใต้,อื่น ๆ ไม่ใช่อาหาร และเครื่องดื่ม,100.32,106.36,106.48,6.02,0.11,Southern Region,Non-food and beverages
ภาคใต้,เครื่องนุ่งห่มและรองเท้า,100.00,100.10,100.61,0.10,0.51,Southern Region,Apparel and footware
ภาคใต้,เคหสถาน,97.40,101.88,103.18,4.60,1.28,Southern Region,Housing and furnishing
ภาคใต้,การตรวจรักษาและบริการส่วนบุคคล,100.28,101.07,102.34,0.79,1.26,Southern Region,Medical and personal care
ภาคใต้,พาหนะ การขนส่ง และการสื่อสาร,103.13,113.54,112.11,10.09,-1.26,Southern Region,Transportation and  communication
ภาคใต้,การบันเทิง การอ่าน การศึกษา และการศาสนา,98.73,99.26,100.25,0.54,1.00,Southern Region,Recreation and education
ภาคใต้,ยาสูบและเครื่องดื่มมีแอลกอฮอล์,100.34,102.31,102.84,1.96,0.52,Southern Region,Tobacco and alcoholic beverages
ภาคใต้,ดัชนีราคาผู้บริโภคพื้นฐาน,100.42,102.60,103.62,2.17,0.99,Southern Region,Core consumer price index
ภาคใต้,กลุ่มอาหารสดและพลังงาน,98.96,112.62,114.06,13.80,1.28,Southern Region,Raw food and energy
ภาคใต้,อาหารสด,99.21,106.60,109.67,7.45,2.88,Southern Region,Raw food
ภาคใต้,พลังงาน,100.03,124.06,122.89,24.02,-0.94,Southern Region,Energy
,,,,,,,,
(1) รวมจังหวัด นนทบุรี ปทุมธานี และสมุทรปราการ,,,,,,,,
"(1)  Including Nonthaburi, Pathum Thani and Samut Prakan",,,,,,,,
ที่มา: สำนักงานนโยบายและยุทธศาสตร์การค้า กระทรวงพาณิชย์,,,,,,,,
"Source: Trade Policy and Strategic Office,  Ministry of Commerce",,,,,,,,
